city,dac_proportion,ces_score_median,ces_percentile_median
San Ysidro,0.2,36.6618046535295,71.2069617858494
Laton,1,40.4218557224456,76.6553159288687
Artesia,0.333333333333333,35.6076651535796,69.4917391852693
Huntington Beach,0.0238095238095238,12.4796790466399,18.9052843990415
Lancaster,0.0263157894736842,22.2693496911858,43.6120570059277
San Gabriel,0.153846153846154,25.3299701217892,50.4351116155883
Monrovia,0.111111111111111,20.8435002759352,40.3960146298398
Berkeley,0.027027027027027,13.7550997581221,21.8375583301804
Lamont,0.333333333333333,31.8177436918935,62.7695800227015
Oakley,0.166666666666667,31.8704388944821,62.8641695043511
Santa Rosa,0.0256410256410256,17.3348271546992,31.2019170134948
Farmersville,1,39.8990521326372,75.8355404212385
Avenal,0.5,39.6326508283584,75.4571824946399
San Bruno,0.111111111111111,15.9775457844555,27.6705763652415
Marina,0.25,25.6253402106302,51.141379745239
Le Grand,1,39.483477140944,75.2049438769076
Alameda,0,20.5969282920388,39.7969479127255
Lemon Grove,0,24.0871498187186,47.8748896456048
Palmdale,0,18.7788303654971,35.162063311893
Cerritos,0,25.3530313670432,50.4855593391348
Chatsworth,0,23.3071981901833,45.8569807037457
Concord,0,17.4930250806522,31.6874763526296
Rio Vista,0,38.6644469315739,74.0068104426788
Winterhaven,0,26.5036418394941,48.7072770841216
Fairfield,0,24.5249730141164,48.8397023584311
Banning,0,27.9213774565682,55.7825703115147
Santa Maria,0,20.8167814377736,40.35817883718
Canyon Country,0,23.8494007138509,47.2821288939337
Escondido,0,19.6614611620391,37.4700466641443
Woodlake,0,35.5479061662209,69.1386051204439
North Highlands,0,31.8195442461947,62.7821919535881
Napa,0,16.7693194841422,29.7893807541935
Hollister,0,31.8790873258475,62.9209231933409
Midway City,0,37.2046759402566,72.0015134317064
Apple Valley,0,19.9265316182275,38.1132551393618
Coalinga,0,31.8377071428722,62.8326396771346
Tehachapi,0,20.0353068037861,38.3717997225376
La Mesa,0,19.1201725053913,36.0701223357296
Mather,0,37.3831897440486,72.3420355656451
Imperial,0,37.089149438197,71.9132299155001
Holtville,0,36.7225982354957,71.2447975785093
Yucaipa,0,20.9040755787458,40.35817883718
Corning,0,31.2063257674056,61.6345062429058
Encino,0,19.2559123698782,36.4863160549881
Thermal,0,35.1375387823351,68.608904023206
Brentwood,0,23.6443928414587,46.6956741077059
Oceanside,0,19.4092535040023,36.8457560852567
Brisbane,0,36.7666527696717,71.3835288182621
Claremont,0,26.769188101757,53.3863034430571
Newbury Park,0,9.89918894299836,13.0155126749905
Daly City,0,21.2351902172235,41.3229915500064
Tustin,0,22.6283403086644,44.393996720898
Rosamond,0,30.4749195527912,60.4426787741204
Port Hueneme,0,28.7165969013849,57.2707781561357
Culver City,0,30.8320393251707,61.0165216294615
Grass Valley,0,11.8711295215193,17.467524277967
Sherman Oaks,0,24.465509147816,48.8712321856476
La Verne,0,24.9674665711207,49.8297389330306
Rowland Heights,0,17.7873758703677,32.6270652036827
Temecula,0,15.2136998831456,25.6715853197125
Sun City,0,23.0403390114244,45.2642199520747
San Rafael,0,10.7267688441787,14.6676756211376
Elk Grove,0,16.7623791486838,29.7515449615336
Hilmar,0,35.31124864641,68.9998738806911
Essex,0,35.2629947294765,68.9620380880313
Norco,0,27.4305471230605,54.6853323243789
Willows,0,35.1167246985587,68.6341278849792
Santee,0,12.7248074717707,19.4160675999496
Chino Hills,0,19.1387336923834,36.1457939210493
Irvine,0.0294117647058824,15.572820325088,26.6742338251986
Temple City,0,30.3766799367008,60.2219699836045
Hinkley,0,33.0735071912399,64.9451381006432
Meridian,0,34.459142756957,67.448606381637
Rio Linda,0,22.0190841074355,43.0066843233699
Santa Barbara,0,10.4288198925479,14.0749148694665
Waterford,0,34.0318515023823,66.7801740446462
Castaic,0,14.4985825759281,23.7545718249464
San Juan Capistrano,0,11.7721443127987,16.9504351116156
Lucerne Valley,0,30.2449684467703,59.8562239878925
Moorpark,0,16.4404349292281,28.9380754193467
San Marcos,0,17.2740074913208,31.0253499810821
Lomita,0,25.3610921360184,50.5107832009081
Brea,0,23.8095858896062,47.1307857232943
Fillmore,0,30.0251996412576,59.5724555429437
Ukiah,0,24.6806319321324,49.3126497666793
Sunland,0,26.0673894391547,51.4251481901879
Mission Hills,0,29.6714456688255,58.7589860007567
Castroville,0,31.3286997389234,61.8362971370917
Fremont,0,16.557274788702,29.2092319334091
Newhall,0,24.3894876179662,48.6063816370286
Live Oak,0,27.4553170463271,54.7357800479253
Roseville,0,13.0373816085614,20.17908941859
Mojave,0,32.7547837391074,64.4343548997351
Valley Village,0,30.4473901520214,60.3354773615841
Needles,0,32.565335511644,64.1064446966831
Desert Center,0,32.4937072556063,63.942489595157
Red Bluff,0,25.6831351730616,51.0846260562492
Weed,0,32.2986965763612,63.6271913229915
Arcadia,0,17.1042038452571,30.6911338125868
Denair,0,31.3049805258845,61.8552150334217
San Lorenzo,0,23.8327356509117,47.1686215159541
Granada Hills,0,26.8456810910315,53.5628704754698
Pinole,0,24.2442084818419,48.2784714339765
Homeland,0,31.6226018616943,62.4290578887628
Colusa,0,31.1581098544072,61.6282002774625
San Mateo,0,12.2101789358877,18.1737924076176
Seal Beach,0,17.3844201097106,31.3784840459074
Castro Valley,0,12.2798828645537,18.3188296128138
Walnut,0,20.8142271267512,40.3518728717367
Isleton,0,31.0173162136422,61.3065960398537
Woodland,0,19.0314106667702,35.8683314415437
Vacaville,0,17.0370004840817,30.5082608147308
Murrieta,0,19.8981073043946,38.0628074158154
Lake Forest,0,20.1976605006106,38.8195232690125
Redding,0,13.8437985568086,22.0330432589229
Imperial Beach,0,23.6553655585216,46.7398158658091
Big Bear Lake,0,30.3159740909936,60.0706268129651
Crestline,0,30.3508593523054,60.1967461218313
Point Mugu Nawc,0,30.3026889263236,60.0580148820784
Venice,0,21.6839998278468,42.4265355025854
Ripon,0,29.0702082744426,57.8761508386934
Santa Clarita,0,11.4578919349102,16.0297641568924
Gridley,0,22.3395056636715,43.7507882456804
Camarillo,0,14.9299716550551,24.9463992937319
Sunnyvale,0,15.6736272288374,26.926472442931
Zamora,0,29.9492063809991,59.3391348215412
Gerber,0,29.9017830108499,59.213015512675
Diamond Bar,0,20.0709279475342,38.4159414806407
Altadena,0,17.0076498779497,30.3695295749779
Cottonwood,0,21.1821174899645,39.0717618867449
Milpitas,0,20.6656722559134,40.011350737798
Capistrano Beach,0,29.6253834202532,58.6328666918905
Marina del Rey,0,21.8866975437217,42.7103039475344
Sonora,0,19.8869936180701,37.3439273552781
Dixon,0,23.1419144534122,45.4660108462606
Fountain Valley,0,23.4596708930373,46.4371295245302
Death Valley,0,29.3132108218705,58.2418968344054
Paicines,0,29.2843350680819,58.2040610417455
Big Bear City,0,14.6202158629484,24.1455416824316
Suisun City,0,20.6679994091479,40.0176567032413
Caliente,0,28.9865842832624,57.7878673224871
Ione,0,27.9260258441342,55.7258166225249
Ridgecrest,0,18.9562716198603,35.6539286164712
Tujunga,0,24.6457834739706,48.8081725312146
Galt,0,23.0776676215007,45.4092571572708
Weldon,0,28.8160489989369,57.459957119435
Benicia,0,14.4078617151123,23.5086391726573
Glendora,0,20.4756769897012,39.5257913986631
Carmichael,0,23.0437643678445,45.2768318829613
Acampo,0,21.5314631005038,40.2825072518603
San Dimas,0,26.5281947814563,52.9322739311389
Citrus Heights,0,17.6434101876588,32.1982595535376
Exeter,0,24.4479249126449,48.8207844621011
Maricopa,0,28.3247336999631,56.6780174044646
West Hills,0,15.077699845203,25.2995333585572
Wildomar,0,22.9192632811561,45.0245932652289
Santa Paula,0,23.0231978327547,45.2137722285282
San Martin,0,27.367486979451,54.6916382898222
Fortuna,0,23.5242697857525,45.9200403581789
Discovery Bay,0,16.9366727118517,30.1929625425653
Campo,0,27.747527888218,55.4042123849161
Studio City,0,20.8547767159263,39.9987388069114
Spring Valley,0,20.6370775393812,39.9293731870349
Farmington,0,27.6467071580291,55.1645856980704
Oakhurst,0,14.890008968244,24.8581157775255
Anderson,0,19.653112693507,37.4259049060411
Idyllwild,0,27.5946995661729,55.0006305965443
Loleta,0,27.5470879018417,54.912347080338
Walnut Grove,0,27.5318573009543,54.8745112876781
Seaside,0,16.8242578444118,29.921806028503
Arbuckle,0,27.4689006062817,54.748391978812
Soledad,0,26.2481293677047,52.3773489721276
Biggs,0,27.2550782419762,54.3321982595535
San Juan Bautista,0,27.235030816833,54.3069743977803
Woodland Hills,0,19.1158625866361,36.1016521629462
Newport Beach,0,11.3283348883845,15.7649136082734
Long Barn,0,22.3822579518575,43.252616975659
San Luis Obispo,0,11.850253691707,17.2405095220078
Mentone,0,26.8616342113874,53.6133181990163
Windsor,0,16.0893072530271,28.2381132551394
Yorba Linda,0,14.3793023387005,23.4329675873377
Lompoc,0,19.9301634804184,38.1510909320217
Clearlake,0,25.692695686017,51.1287678143524
Sutter Creek,0,26.5406465553834,52.9574977929121
King City,0,26.3243427824692,52.5160802118805
Davis,0,12.5623419259485,19.1322991550006
Cypress,0,22.044063117069,43.0823559086896
Eureka,0,15.2940963169763,25.9175179720016
Livermore,0,15.9835966777203,27.6831882961281
Gonzales,0,26.192328294311,52.2260058014882
Camp Pendleton,0,26.0366600807909,51.935931391096
Somis,0,22.2021174157036,43.4102661117417
Nicolaus,0,25.9823906139911,51.7845882204565
Mountain View,0,17.2260795988731,30.8929247067726
El Cerrito,0,11.3661559174352,15.9036448480262
Petaluma,0,17.0824822947681,30.5587085382772
Williams,0,25.8183142640998,51.406230293858
Boron,0,25.7626319440662,51.2801109849918
Wheatland,0,25.7519471623153,51.2422751923319
Burney,0,25.7224829105509,51.1792155378988
Lakeside,0,17.2333799400262,30.8866187413293
Fallbrook,0,22.0687943344373,43.2336990793291
Los Alamitos,0,19.1496639367576,36.1962416445958
Laguna Woods,0,19.8667973474219,37.9871358304957
La Crescenta,0,16.1618200115608,28.2002774624795
Plymouth,0,25.3113881242406,50.4098877538151
Menifee,0,20.641485646287,39.9041493252617
Simi Valley,0,17.5967687122599,32.0090805902384
Cathedral City,0,17.8502159030462,32.7910203052087
Millbrae,0,12.9878275745449,20.0908059023837
Thousand Oaks,0,11.3398892701235,16.1369655694287
Jamestown,0,23.5008742902949,46.5254130407366
Greenfield,0,22.1961777574797,43.3976541808551
Arcata,0,24.236442091366,48.2280237104301
Redondo Beach,0,12.3021064742044,18.3945011981334
Frazier Park,0,17.1618874079227,30.8361710177828
Mountain Center,0,19.9519821145515,37.6150838693404
Agoura Hills,0,8.96739616523767,10.8273426661622
Mission Viejo,0,9.20789897053019,11.2624542817505
El Sobrante,0,15.6979045402081,27.1850170261067
Lakeport,0,21.6795353309705,42.4139235716988
West Hollywood,0,19.0764812371888,35.9818388195233
Valencia,0,13.6879637262731,21.6925211249842
Edwards,0,24.1585536049363,47.9757850926977
Orland,0,23.6141438597266,46.6389204187161
Landers,0,22.9606645113406,45.2894438138479
Vista,0,17.2255420596739,31.063185773742
Littlerock,0,22.9902450120275,45.2831378484046
Angelus Oaks,0,23.9337691382687,47.4839197881196
Chualar,0,23.8948188858669,47.3830243410266
Borrego Springs,0,23.8727648543996,47.3325766174801
Cloverdale,0,19.3375665209529,35.9881447849666
Twentynine Palms,0,15.8415276572751,27.5192331946021
Fort Bragg,0,21.1912669703202,41.3040736536764
Cotati,0,17.4897505767036,31.655946525413
Palm Springs,0,15.604166841451,26.7499054105183
Elk Creek,0,23.7283720614015,46.9163828982217
Carmel Valley,0,14.3613677602096,24.990541051835
Paso Robles,0,14.7759088333257,24.5554294362467
Yucca Valley,0,18.1965987439157,33.7116912599319
Healdsburg,0,19.0824289678434,35.9944507504099
Morongo Valley,0,21.4293769139373,41.5247824441922
Jackson,0,23.2575490868853,45.7560852566528
Bonita,0,15.441074101665,26.2580401059402
Menlo Park,0,5.86198893095817,4.46462353386303
Lockeford,0,23.0756934054601,45.352503468281
Three Rivers,0,23.0637264519697,45.3146676756211
Paradise,0,18.1287927422731,33.5351242275192
Running Springs,0,22.9091469856169,44.9615336107958
Valley Springs,0,20.8397285185382,40.0491865304578
Beverly Hills,0,15.7137565328316,27.0525917517972
Fort Irwin,0,22.4907873458859,44.1922058267121
Willits,0,19.9264286671577,37.7412031782066
Springville,0,22.3829425216996,43.8264598310001
Linden,0,22.2607971311336,43.5868331441544
Morro Bay,0,11.8406507042864,17.2152856602346
Alturas,0,22.2173376015659,43.4481019044016
Yreka,0,20.9464326606063,40.623029385799
Calimesa,0,16.394662701404,28.7678143523773
Phelan,0,14.9799263037297,25.0599066717114
Bradley,0,22.0029293165294,42.9814604615967
Half Moon Bay,0,16.1789372600633,28.5092697692017
Copperopolis,0,21.7929001313842,42.640938327658
Scotia,0,21.7724905408547,42.5904906041115
El Segundo,0.166666666666667,15.5661225556753,26.5670324126624
Antelope,0,16.7602479619564,29.8082986505234
Thousand Palms,0,16.4981927142248,29.0957245554295
Lincoln,0,8.71910500089739,10.3039475343675
Redwood Valley,0,15.2828917431994,26.5291966200026
Stonyford,0,21.4332291956187,41.9094463362341
Wilton,0,18.0026785957142,32.9865052339514
Montrose,0,21.2545861160009,41.581536133182
Laguna Hills,0,13.0031126652112,20.0403581788372
Berry Creek,0,21.2292654504762,41.480640686089
Carpinteria,0,21.0853788096845,41.0266111741708
Calabasas,0,11.0091334409718,15.430697439778
Walnut Creek,0,9.0488538661934,10.9471560095851
Auburn,0,13.2841830733288,20.8286038592509
Rohnert Park,0,12.9358932572683,19.8637911464245
Cupertino,0,10.7546115653419,14.6992054483542
Porter Ranch,0,18.7358953054234,35.0548618993568
Nevada City,0,17.619386775473,32.0343044520116
Fair Oaks,0,16.6816230069276,29.5623659982343
Igo,0,20.6101805169587,39.828477739942
Litchfield,0,20.5183657632201,39.6392987766427
Winchester,0,18.8264206125849,35.2755706898726
Novato,0,9.7709424037632,12.5740950939589
Playa del Rey,0,18.1275083731452,33.5225122966326
Saint Helena,0,15.801064353328,27.3174423004162
Nipomo,0,15.2756256788588,25.7661748013621
Yosemite NTL Park,0,20.1476909671346,38.7438516836928
Dublin,0,12.9805967838845,19.9772985244041
White Water,0,20.1037121712213,38.5420607895069
Sausalito,0,9.61691598221667,12.3344684071131
Clearlake Oaks,0,18.5706027870014,34.487325009459
San Carlos,0,7.88044423878189,8.17253121452895
Portola,0,20.007909809827,38.2519863791146
Davis Creek,0,19.9854380607723,38.2267625173414
Calpine,0,19.9654826601361,38.2015386555682
Hercules,0,18.3525723903719,34.1531088409636
Fiddletown,0,19.8241631160776,37.9114642451759
Pescadero,0,19.8232443814599,37.8988523142893
Pine Grove,0,19.7237844722459,37.6592256274436
San Clemente,0,9.60071466595349,12.3092445453399
Bishop,0,11.680303891974,16.67297263211
Stevenson Ranch,0,13.8480848545227,22.9347963173162
Kelseyville,0,15.4990509095312,26.5985622398789
Mariposa,0,13.4660049796646,21.1880438895195
Westlake Village,0,11.5990600163124,16.4459578761509
Pleasanton,0,14.350048635967,23.2816244166982
Placerville,0,15.3003345300504,25.9238239374449
Kings Canyon National PK,0,19.1398729755441,36.1584058519359
Lower Lake,0,17.7809443963952,32.4820279984866
Korbel,0,18.947222278023,35.6287047546979
Desert Hot Springs,0,15.0691409706667,25.274309496784
Dana Point,0,8.04084113995141,8.89141127506619
Malibu,0,9.40351203161274,11.8047673098751
Oceano,0,18.7680113924437,35.1368394501198
Encinitas,0,10.1769143530339,13.5199899104553
Carlsbad,0,8.93690857972665,10.7201412536259
La Palma,0,17.2886617666329,31.0505738428553
Hornbrook,0,18.7110769558495,35.0233320721402
Pinon Hills,0,18.6534867461569,34.8593769706142
Winters,0,18.637395688495,34.8089292470677
Lytle Creek,0,18.6074398646636,34.7458695926346
