Census Tract,County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude
6019001100,Fresno ,93706,Fresno,-119.7816961,36.7096952
6071001600,San Bernardino,91761,Ontario,-117.6180131,34.0577805
6019000200,Fresno ,93706,Fresno,-119.8055044,36.7354914
6077000801,San Joaquin,95203,Stockton,-121.3145235,37.9405169
6019001500,Fresno ,93725,Fresno,-119.7178427,36.6816
6037204920,Los Angeles,90023,Los Angeles,-118.1974975,34.0175004
6077000300,San Joaquin,95203,Stockton,-121.3020724,37.952421
6019001000,Fresno ,93706,Fresno,-119.804314,36.6977507
6037206050,Los Angeles,90023,Los Angeles,-118.2244531,34.0299036
6019000400,Fresno ,93721,Fresno,-119.7762091,36.7276563
6099002100,Stanislaus ,95354,Modesto,-120.9667385,37.6287607
6029002500,Kern ,93307,Bakersfield,-118.9920281,35.3372541
6019000600,Fresno ,93721,Fresno,-119.7933565,36.743063
6019001201,Fresno ,93725,Fresno,-119.7577716,36.7107523
6037205120,Los Angeles,90023,Los Angeles,-118.2117956,34.0187546
6019000902,Fresno ,93706,Fresno,-119.8042772,36.717769
6037291220,Los Angeles,90247,Gardena,-118.286709,33.8771395
6019001202,Fresno ,93725,Fresno,-119.7410277,36.7026849
6019000800,Fresno ,93706,Fresno,-119.831179,36.7067181
6019000300,Fresno ,93706,Fresno,-119.8010347,36.726462
6037239202,Los Angeles,90001,Los Angeles,-118.2649765,33.9856783
6037226002,Los Angeles,90021,Los Angeles,-118.2477686,34.0326196
6077000700,San Joaquin,95206,Stockton,-121.2878729,37.9431727
6019000901,Fresno ,93706,Fresno,-119.804301,36.7104697
6077000100,San Joaquin,95202,Stockton,-121.2853628,37.953996
6099002302,Stanislaus ,95351,Modesto,-120.982756,37.6209695
6071004900,San Bernardino,92410,San Bernardino,-117.3168792,34.100314
6037535400,Los Angeles,90002,Los Angeles,-118.2314205,33.947117
6019000700,Fresno ,93706,Fresno,-119.8277069,36.7345353
6065030300,Riverside ,92501,Riverside,-117.3763853,33.9798271
6019007100,Fresno ,93662,Selma,-119.6279131,36.5629769
6037243100,Los Angeles,90059,Los Angeles,-118.2350934,33.9327963
6037543305,Los Angeles,90220,Compton,-118.2238692,33.8611473
6071005701,San Bernardino,92401,San Bernardino,-117.2926063,34.1006404
6037204600,Los Angeles,90023,Los Angeles,-118.2158297,34.0366414
6037227010,Los Angeles,90011,Los Angeles,-118.2469968,34.0185256
6099002301,Stanislaus ,95351,Modesto,-121.0188436,37.6049206
6019000100,Fresno ,93721,Fresno,-119.7927732,36.7369244
6077001900,San Joaquin,95205,Stockton,-121.2605554,37.9516762
6037206032,Los Angeles,90033,Los Angeles,-118.2246242,34.046259
6037226001,Los Angeles,90021,Los Angeles,-118.2502739,34.0244835
6037239501,Los Angeles,90001,Los Angeles,-118.2628927,33.9729857
6019002000,Fresno ,93728,Fresno,-119.8328803,36.7572824
6077005119,San Joaquin,95330,Lathrop,-121.3027448,37.8446844
6037203100,Los Angeles,90033,Los Angeles,-118.1964766,34.059079
6037530700,Los Angeles,90063,Los Angeles,-118.183979,34.0592143
6073005000,San Diego,92113,San Diego,-117.1411746,32.6948502
6037301601,Los Angeles,91201,Glendale,-118.2865467,34.1623874
6037185320,Los Angeles,90065,Los Angeles,-118.2242419,34.0887194
6037543202,Los Angeles,90220,Compton,-118.230032,33.8798617
6065030502,Riverside ,92507,Riverside,-117.3560514,33.9857419
6071012500,San Bernardino,92324,Colton,-117.3233041,34.0602092
6037531302,Los Angeles,90023,Los Angeles,-118.1827241,34.0169019
6019001301,Fresno ,93702,Fresno,-119.7499923,36.732259
6019002502,Fresno ,93702,Fresno,-119.7634654,36.7540827
6037402801,Los Angeles,91766,Pomona,-117.7349296,34.0542821
6019001304,Fresno ,93702,Fresno,-119.7455349,36.7250147
6077002201,San Joaquin,95206,Stockton,-121.2686436,37.9313083
6037532304,Los Angeles,90040,Los Angeles,-118.1526793,33.9862905
6019001303,Fresno ,93702,Fresno,-119.7591482,36.7250069
6029002200,Kern ,93307,Bakersfield,-118.9879161,35.3613217
6037205110,Los Angeles,90023,Los Angeles,-118.2142985,34.0245059
6037570502,Los Angeles,90805,Long Beach,-118.1668021,33.8674703
6037291210,Los Angeles,90247,Gardena,-118.2870814,33.8886904
6037219901,Los Angeles,90016,Los Angeles,-118.3605226,34.0297377
6037534202,Los Angeles,90201,Bell,-118.1611103,33.959603
6037540400,Los Angeles,90059,Los Angeles,-118.2282398,33.9326754
6065046700,Riverside ,92518,March Air Reserve Base,-117.278368,33.8891026
6029002301,Kern ,93307,Bakersfield,-118.9452577,35.3590376
6071002501,San Bernardino,92335,Fontana,-117.4772152,34.0743336
6019008502,Fresno ,93648,Parlier,-119.5507133,36.6214407
6019000502,Fresno ,93701,Fresno,-119.781537,36.7444057
6037242100,Los Angeles,90002,Los Angeles,-118.2336329,33.945396
6037203500,Los Angeles,90033,Los Angeles,-118.2185819,34.057226
6037302401,Los Angeles,91204,Glendale,-118.2597456,34.1316179
6067005301,Sacramento ,95811,Sacramento,-121.4825199,38.5916037
6037204820,Los Angeles,90023,Los Angeles,-118.2058412,34.0238161
6037532302,Los Angeles,90023,Los Angeles,-118.1751711,34.0096885
6073004900,San Diego,92113,San Diego,-117.138677,32.7018526
6037229420,Los Angeles,90011,Los Angeles,-118.2608177,33.9925311
6037541001,Los Angeles,90248,Gardena,-118.2749503,33.8934521
6099002200,Stanislaus ,95351,Modesto,-121.0038051,37.6223838
6037534302,Los Angeles,90201,Bell,-118.1755664,33.9593595
6073003902,San Diego,92113,San Diego,-117.1263197,32.696749
6037239701,Los Angeles,90003,Los Angeles,-118.2752632,33.966092
6077002300,San Joaquin,95206,Stockton,-121.278407,37.9292396
6037570301,Los Angeles,90805,Long Beach,-118.1922187,33.8676075
6071012400,San Bernardino,92408,San Bernardino,-117.2948174,34.0741251
6037128302,Los Angeles,91411,Van Nuys,-118.4605367,34.1838638
6037242700,Los Angeles,90059,Los Angeles,-118.2426486,33.9363535
6065031300,Riverside ,92504,Riverside,-117.4058257,33.9303688
6071007000,San Bernardino,92324,Colton,-117.3134436,34.0744598
6037533001,Los Angeles,90001,Los Angeles,-118.24555,33.9802221
6037121222,Los Angeles,91352,Sun Valley,-118.3919494,34.2321411
6037532800,Los Angeles,90001,Los Angeles,-118.2520926,33.9864059
6037239601,Los Angeles,90003,Los Angeles,-118.2752977,33.9728371
6037575401,Los Angeles,90813,Long Beach,-118.200174,33.7863532
6077002401,San Joaquin,95206,Stockton,-121.2897337,37.9290303
6037534201,Los Angeles,90201,Bell,-118.1672627,33.9580353
6037122410,Los Angeles,91605,North Hollywood,-118.3919739,34.2044832
6037239702,Los Angeles,90003,Los Angeles,-118.2750006,33.962202
6037572800,Los Angeles,90810,Long Beach,-118.2212087,33.7952959
6073003601,San Diego,92113,San Diego,-117.1165151,32.6909862
6037228100,Los Angeles,90011,Los Angeles,-118.2439607,34.009617
6037292000,Los Angeles,90501,Torrance,-118.3021541,33.8484731
6037434001,Los Angeles,91732,El Monte,-118.0141173,34.0520775
6037122122,Los Angeles,91352,Sun Valley,-118.3736105,34.2197648
6099001500,Stanislaus ,95358,Modesto,-121.0374635,37.6349769
6037242600,Los Angeles,90059,Los Angeles,-118.2502423,33.932376
6077000900,San Joaquin,95203,Stockton,-121.3278662,37.9577717
6037228900,Los Angeles,90058,Los Angeles,-118.2430143,33.9920544
6037433302,Los Angeles,91732,El Monte,-118.0143495,34.0629878
6099001400,Stanislaus ,95350,Modesto,-121.0204403,37.6627736
6099002402,Stanislaus ,95358,Modesto,-121.0092162,37.6010166
6071005600,San Bernardino,92410,San Bernardino,-117.2922119,34.1173182
6019003001,Fresno ,93727,Fresno,-119.7092464,36.7577958
6037402304,Los Angeles,91768,Pomona,-117.7658059,34.0617068
6037122420,Los Angeles,91605,North Hollywood,-118.3832842,34.20361
6037536103,Los Angeles,90280,South Gate,-118.1850472,33.9427497
6037199700,Los Angeles,90031,Los Angeles,-118.2202429,34.0678503
6019006802,Fresno ,93654,Reedley,-119.4974354,36.5995048
6029002100,Kern ,93307,Bakersfield,-118.9985321,35.3604075
6037219902,Los Angeles,90016,Los Angeles,-118.368517,34.02931
6037206300,Los Angeles,90013,Los Angeles,-118.2432134,34.0411108
6037123206,Los Angeles,91606,North Hollywood,-118.3748665,34.1937075
6077000600,San Joaquin,95205,Stockton,-121.2731105,37.9483459
6065030104,Riverside ,92501,Riverside,-117.3664576,34.0057669
6071004004,San Bernardino,92324,Colton,-117.3600222,34.0382751
6037540901,Los Angeles,90061,Los Angeles,-118.2717325,33.9194635
6037532603,Los Angeles,90255,Huntington Park,-118.2333907,33.9846156
6029002400,Kern ,93307,Bakersfield,-118.9490692,35.3238825
6065042505,Riverside ,92553,Moreno Valley,-117.2825158,33.9293086
6071002204,San Bernardino,92335,Fontana,-117.5103022,34.0737522
6037239502,Los Angeles,90001,Los Angeles,-118.2630441,33.9693296
6019003805,Fresno ,93722,Fresno,-119.8542854,36.7785171
6037553601,Los Angeles,90723,Paramount,-118.1692228,33.9046634
6037402804,Los Angeles,91766,Pomona,-117.7322415,34.0483608
6019001800,Fresno ,93706,Fresno,-119.8121471,36.65561
6071001813,San Bernardino,91761,Ontario,-117.6422818,34.0482829
6037534301,Los Angeles,90201,Bell,-118.1852919,33.9599735
6037206200,Los Angeles,90012,Los Angeles,-118.2415978,34.046994
6037432801,Los Angeles,91731,El Monte,-118.0467069,34.0769216
6037601600,Los Angeles,90304,Inglewood,-118.3638538,33.9348001
6037229410,Los Angeles,90011,Los Angeles,-118.2695618,33.9922359
6037601401,Los Angeles,90301,Inglewood,-118.3700611,33.9590575
6037239602,Los Angeles,90003,Los Angeles,-118.2749023,33.9694507
6037127400,Los Angeles,91406,Van Nuys,-118.4782103,34.2102531
6037302302,Los Angeles,91204,Glendale,-118.261783,34.1403264
6037228800,Los Angeles,90058,Los Angeles,-118.2432565,33.9992469
6071005500,San Bernardino,92405,San Bernardino,-117.2905586,34.124986
6037533002,Los Angeles,90001,Los Angeles,-118.2391487,33.9774904
6037543100,Los Angeles,90220,Compton,-118.2539533,33.881033
6037575801,Los Angeles,90813,Long Beach,-118.2014531,33.7796381
6077001500,San Joaquin,95205,Stockton,-121.2764321,37.9805494
6037532900,Los Angeles,90001,Los Angeles,-118.2520343,33.9790503
6029002302,Kern ,93307,Bakersfield,-118.975107,35.3597374
6037291130,Los Angeles,90248,Gardena,-118.2871419,33.9024424
6037553701,Los Angeles,90723,Paramount,-118.1780909,33.9049478
6037535101,Los Angeles,90001,Los Angeles,-118.2488118,33.9644276
6019002601,Fresno ,93702,Fresno,-119.7634304,36.7468175
6071001309,San Bernardino,91764,Ontario,-117.6247116,34.0745733
6099001800,Stanislaus ,95354,Modesto,-120.9935916,37.6392879
6037535200,Los Angeles,90002,Los Angeles,-118.2508919,33.9512593
6037203300,Los Angeles,90033,Los Angeles,-118.2077883,34.0588723
6037404703,Los Angeles,91706,Baldwin Park,-117.9903099,34.0641759
6037242200,Los Angeles,90002,Los Angeles,-118.2391843,33.9486636
6037535603,Los Angeles,90280,South Gate,-118.2236211,33.9564949
6019001700,Fresno ,93725,Fresno,-119.729139,36.6164728
6037570202,Los Angeles,90805,Long Beach,-118.1785185,33.8794113
6037541604,Los Angeles,90221,Compton,-118.2118964,33.9078664
6037535300,Los Angeles,90001,Los Angeles,-118.2361363,33.9615844
6037123304,Los Angeles,91605,North Hollywood,-118.4060882,34.1965389
6037536102,Los Angeles,90280,South Gate,-118.1690175,33.9431242
6037237202,Los Angeles,90047,Los Angeles,-118.3100903,33.9863341
6065030400,Riverside ,92507,Riverside,-117.367719,33.9711717
6037542502,Los Angeles,90220,Compton,-118.2253101,33.8940909
6037127104,Los Angeles,91405,Van Nuys,-118.4357986,34.2051758
6019002800,Fresno ,93703,Fresno,-119.7453702,36.7577993
6037433901,Los Angeles,91732,El Monte,-118.0200912,34.0587041
6071004003,San Bernardino,92316,Bloomington,-117.3863212,34.043922
6037302505,Los Angeles,91205,Glendale,-118.253081,34.1273036
6077002000,San Joaquin,95205,Stockton,-121.2449753,37.954985
6037188100,Los Angeles,90039,Los Angeles,-118.2703438,34.1366071
6065040204,Riverside ,92509,Riverside,-117.3999055,33.9997288
6037240500,Los Angeles,90003,Los Angeles,-118.275663,33.9469248
6071004104,San Bernardino,92407,San Bernardino,-117.3464052,34.1524361
6037602509,Los Angeles,90250,Hawthorne,-118.3338741,33.9178467
6047001005,Merced ,95348,Merced,-120.5116548,37.3162975
6099003700,Stanislaus ,95380,Turlock,-120.883606,37.4647928
6077002402,San Joaquin,95206,Stockton,-121.2839329,37.9162284
6037239320,Los Angeles,90003,Los Angeles,-118.2717384,33.9785676
6037542601,Los Angeles,90222,Compton,-118.2265977,33.9058075
6037122121,Los Angeles,91352,Sun Valley,-118.3705556,34.2142143
6037219800,Los Angeles,90016,Los Angeles,-118.3547601,34.029939
6037541603,Los Angeles,90222,Compton,-118.2207001,33.913976
6037402303,Los Angeles,91768,Pomona,-117.7559076,34.0671263
6065042209,Riverside ,92507,Riverside,-117.3422164,33.9951231
6037433801,Los Angeles,91733,South El Monte,-118.0364142,34.0494754
6037601502,Los Angeles,90304,Inglewood,-118.3635823,33.9400821
6037121020,Los Angeles,91605,North Hollywood,-118.4020625,34.2121219
6037572301,Los Angeles,90810,Long Beach,-118.2215755,33.8219958
6037204700,Los Angeles,90023,Los Angeles,-118.2124515,34.0309821
6037535606,Los Angeles,90280,South Gate,-118.2252846,33.9476557
6037239330,Los Angeles,90001,Los Angeles,-118.2631029,33.9783876
6019002400,Fresno ,93703,Fresno,-119.7810169,36.758343
6099000304,Stanislaus ,95367,Riverbank,-120.9283662,37.7231477
6037122000,Los Angeles,91605,North Hollywood,-118.4183782,34.2147689
6037534101,Los Angeles,90201,Bell,-118.16579,33.9718406
6077003802,San Joaquin,95206,Stockton,-121.2968776,37.9058022
6037602801,Los Angeles,90044,Los Angeles,-118.3001717,33.927402
6099002501,Stanislaus ,95358,Modesto,-120.9844811,37.5947739
6077003900,San Joaquin,95206,Stockton,-121.4581872,37.9269308
6019001410,Fresno ,93725,Fresno,-119.7181677,36.711099
6067000700,Sacramento ,95814,Sacramento,-121.5016595,38.5818714
6071002110,San Bernardino,91730,Rancho Cucamonga,-117.5668167,34.0907982
6037532303,Los Angeles,90040,Los Angeles,-118.1463431,34.0003294
6037123010,Los Angeles,91352,Sun Valley,-118.3745717,34.2027436
6037296210,Los Angeles,90731,San Pedro,-118.2839528,33.7476138
6037124103,Los Angeles,91606,North Hollywood,-118.3834122,34.1884919
6071005400,San Bernardino,92405,San Bernardino,-117.2908999,34.1322998
6037104703,Los Angeles,91331,Pacoima,-118.4005905,34.2552325
6037239310,Los Angeles,90003,Los Angeles,-118.2773062,33.9785291
6037575802,Los Angeles,90813,Long Beach,-118.197207,33.778962
6037541002,Los Angeles,90746,Carson,-118.2728118,33.8751813
6037229300,Los Angeles,90011,Los Angeles,-118.2706778,33.9979135
6037602600,Los Angeles,90249,Gardena,-118.3195843,33.9112721
6037570402,Los Angeles,90805,Long Beach,-118.1986552,33.8685443
6037224010,Los Angeles,90015,Los Angeles,-118.2658977,34.0367637
6071001400,San Bernardino,91762,Ontario,-117.6510112,34.0667963
6031001100,Kings ,93230,Hanford,-119.6308433,36.3080545
6037294620,Los Angeles,90744,Wilmington,-118.2479267,33.7874696
6037294900,Los Angeles,90744,Wilmington,-118.2774453,33.7748702
6071001501,San Bernardino,91764,Ontario,-117.6409852,34.0672615
6037294830,Los Angeles,90744,Wilmington,-118.267011,33.7729434
6099001700,Stanislaus ,95351,Modesto,-121.0071046,37.6373175
6099001601,Stanislaus ,95351,Modesto,-121.0159498,37.6296152
6071005800,San Bernardino,92410,San Bernardino,-117.2844304,34.1092386
6037541100,Los Angeles,90220,Compton,-118.2607508,33.8984704
6037533806,Los Angeles,90201,Bell,-118.1704919,33.9722323
6037542402,Los Angeles,90221,Compton,-118.2124134,33.881969
6077002701,San Joaquin,95215,Stockton,-121.2359945,37.9647921
6037208000,Los Angeles,90026,Los Angeles,-118.2560631,34.0625684
6037229100,Los Angeles,90011,Los Angeles,-118.2520958,33.9921607
6037301602,Los Angeles,91201,Glendale,-118.2987272,34.1621154
6037533901,Los Angeles,90201,Bell,-118.1555455,33.9740105
6001409000,Alameda ,94621,Oakland,-122.2213677,37.7200105
6037541400,Los Angeles,90222,Compton,-118.2337235,33.9131395
6037534102,Los Angeles,90201,Bell,-118.1616452,33.9702059
6037573201,Los Angeles,90806,Long Beach,-118.1853182,33.8006191
6037531301,Los Angeles,90023,Los Angeles,-118.1822336,34.0217436
6037553702,Los Angeles,90723,Paramount,-118.1828739,33.8975428
6037536104,Los Angeles,90280,South Gate,-118.1782284,33.9448778
6037535001,Los Angeles,90001,Los Angeles,-118.2531399,33.9714062
6037543000,Los Angeles,90220,Compton,-118.2582626,33.8906679
6019000501,Fresno ,93721,Fresno,-119.774839,36.7426787
6099003802,Stanislaus ,95380,Turlock,-120.8576989,37.4861261
6037404802,Los Angeles,91706,Baldwin Park,-117.9690103,34.072647
6037542401,Los Angeles,90221,Compton,-118.2109036,33.8923624
6037199000,Los Angeles,90031,Los Angeles,-118.2197131,34.0800585
6037187102,Los Angeles,90039,Los Angeles,-118.2514556,34.1090483
6037553801,Los Angeles,90723,Paramount,-118.1687296,33.8927048
6071001504,San Bernardino,91764,Ontario,-117.6199919,34.0670436
6037232500,Los Angeles,90062,Los Angeles,-118.3108167,33.9920834
6037404702,Los Angeles,91706,Baldwin Park,-117.9850227,34.0707595
6099000803,Stanislaus ,95350,Modesto,-121.0393581,37.6767786
6037241001,Los Angeles,90061,Los Angeles,-118.2679732,33.9296426
6037402702,Los Angeles,91767,Pomona,-117.7259547,34.0640498
6037240200,Los Angeles,90003,Los Angeles,-118.2761415,33.9560337
6071001803,San Bernardino,91761,Ontario,-117.6174205,34.040951
6037530902,Los Angeles,90063,Los Angeles,-118.1810137,34.0445158
6037602002,Los Angeles,90250,Hawthorne,-118.3402541,33.9274077
6071007200,San Bernardino,92408,San Bernardino,-117.2622655,34.0763612
6037433102,Los Angeles,91733,South El Monte,-118.0584597,34.0649651
6037550000,Los Angeles,90650,Norwalk,-118.0671761,33.9239459
6037540000,Los Angeles,90262,Lynwood,-118.1810628,33.9220335
6019004404,Fresno ,93650,Fresno,-119.792414,36.8444241
6037220100,Los Angeles,90016,Los Angeles,-118.3651555,34.0251238
6037540700,Los Angeles,90059,Los Angeles,-118.2453429,33.9255436
6037404701,Los Angeles,91706,Baldwin Park,-117.9962625,34.0721312
6037531602,Los Angeles,90022,Los Angeles,-118.1647906,34.0186759
6037204910,Los Angeles,90023,Los Angeles,-118.1955701,34.0248828
6037543400,Los Angeles,90746,Carson,-118.2687215,33.8526247
6037239801,Los Angeles,90001,Los Angeles,-118.2629318,33.9660533
6037553802,Los Angeles,90723,Paramount,-118.1719652,33.8861963
6037530500,Los Angeles,90022,Los Angeles,-118.165883,34.0387595
6019008501,Fresno ,93662,Selma,-119.5492976,36.5887994
6037408800,Los Angeles,91766,Pomona,-117.7503192,34.0577434
6001409100,Alameda ,94603,Oakland,-122.1834997,37.7323261
6065030103,Riverside ,92501,Riverside,-117.3656342,33.9928146
6065041410,Riverside ,92879,Corona,-117.5306429,33.8801854
6037297110,Los Angeles,90731,San Pedro,-118.284187,33.7346618
6019002702,Fresno ,93702,Fresno,-119.7453861,36.739532
6037530601,Los Angeles,90063,Los Angeles,-118.1755967,34.0539591
6029002000,Kern ,93304,Bakersfield,-119.0109288,35.3604274
6037541500,Los Angeles,90222,Compton,-118.2270116,33.9148293
6037572500,Los Angeles,90810,Long Beach,-118.2182796,33.8165383
6037104310,Los Angeles,91331,Pacoima,-118.4292815,34.2763731
6065042508,Riverside ,92551,Moreno Valley,-117.239288,33.8955489
6037241120,Los Angeles,90061,Los Angeles,-118.2768346,33.9364442
6037242300,Los Angeles,90002,Los Angeles,-118.2461145,33.948506
6001408800,Alameda ,94621,Oakland,-122.1969422,37.7588039
6029006201,Kern ,93307,Bakersfield,-118.9369122,35.2620354
6037122200,Los Angeles,91352,Sun Valley,-118.3594527,34.2143159
6037543801,Los Angeles,90745,Carson,-118.2732944,33.8414725
6073003901,San Diego,92113,San Diego,-117.1267377,32.7035568
6029004604,Kern ,93250,MC Farland,-119.1909489,35.6819031
6029002600,Kern ,93307,Bakersfield,-119.0117159,35.3457339
6037231720,Los Angeles,90037,Los Angeles,-118.284071,34.0074463
6065030503,Riverside ,92507,Riverside,-117.352832,33.9799005
6077003700,San Joaquin,95215,Stockton,-121.190401,37.9350761
6037191810,Los Angeles,90038,Los Angeles,-118.3277122,34.088924
6037502500,Los Angeles,90660,Pico Rivera,-118.1106254,33.9759777
6037542602,Los Angeles,90220,Compton,-118.2262997,33.8996115
6019003400,Fresno ,93703,Fresno,-119.7791954,36.7724799
6065040102,Riverside ,92509,Riverside,-117.44041,34.0234351
6037530801,Los Angeles,90063,Los Angeles,-118.1883898,34.0508765
6037227020,Los Angeles,90011,Los Angeles,-118.251933,34.0157537
6037533902,Los Angeles,90201,Bell,-118.1537012,33.967443
6037530802,Los Angeles,90063,Los Angeles,-118.181318,34.052283
6047002201,Merced ,93635,Los Banos,-120.8585299,37.0634558
6037534502,Los Angeles,90255,Huntington Park,-118.2006924,33.9653735
6037294701,Los Angeles,90744,Wilmington,-118.2549079,33.7780161
6037534900,Los Angeles,90001,Los Angeles,-118.2367913,33.9707698
6037195802,Los Angeles,90026,Los Angeles,-118.2776959,34.0756705
6037534405,Los Angeles,90201,Bell,-118.1829301,33.9660331
6071007108,San Bernardino,92324,Colton,-117.3056556,34.0592689
6037104401,Los Angeles,91331,Pacoima,-118.4327217,34.2670388
6037570403,Los Angeles,90805,Long Beach,-118.2044859,33.8778668
6111004902,Ventura ,93030,Oxnard,-119.1342635,34.2084353
6037402501,Los Angeles,91766,Pomona,-117.7643708,34.0542894
6037570203,Los Angeles,90805,Long Beach,-118.1600078,33.8783269
6037123204,Los Angeles,91606,North Hollywood,-118.3943295,34.193936
6037229200,Los Angeles,90011,Los Angeles,-118.2608283,33.9982715
6037127220,Los Angeles,91405,Van Nuys,-118.4531264,34.2047824
6073005100,San Diego,92113,San Diego,-117.1528082,32.7037376
6037542106,Los Angeles,90221,Compton,-118.1890767,33.8934041
6037123203,Los Angeles,91605,North Hollywood,-118.3916113,34.1967006
6037192700,Los Angeles,90004,Los Angeles,-118.2881064,34.0800134
6037239201,Los Angeles,90003,Los Angeles,-118.2771699,33.9857805
6037532700,Los Angeles,90001,Los Angeles,-118.2413457,33.9852598
6037232120,Los Angeles,90037,Los Angeles,-118.2839315,33.9996748
6037571701,Los Angeles,90805,Long Beach,-118.2017298,33.847882
6037218500,Los Angeles,90016,Los Angeles,-118.3505675,34.0373844
6071007604,San Bernardino,92374,Redlands,-117.197144,34.1064459
6037541605,Los Angeles,90221,Compton,-118.2100244,33.8993431
6037204810,Los Angeles,90023,Los Angeles,-118.2030018,34.0285553
6019002701,Fresno ,93702,Fresno,-119.7453946,36.7468158
6037531504,Los Angeles,90022,Los Angeles,-118.1673915,34.0282174
6037502301,Los Angeles,90606,Whittier,-118.0787046,33.9680887
6099002004,Stanislaus ,95354,Modesto,-120.9440005,37.6466798
6071004800,San Bernardino,92411,San Bernardino,-117.3082365,34.1120412
6037224020,Los Angeles,90007,Los Angeles,-118.2686568,34.0304827
6037535002,Los Angeles,90001,Los Angeles,-118.2465194,33.9711665
6037228720,Los Angeles,90011,Los Angeles,-118.2499406,33.999367
6037541606,Los Angeles,90221,Compton,-118.218295,33.8997715
6037503000,Los Angeles,90605,Whittier,-118.0508252,33.9243441
6037536000,Los Angeles,90280,South Gate,-118.1918918,33.9548717
6037208302,Los Angeles,90026,Los Angeles,-118.2624816,34.0634788
6025011400,Imperial ,92243,El Centro,-115.5453184,32.7938734
6037603001,Los Angeles,90247,Gardena,-118.2957134,33.9011403
6037602900,Los Angeles,90249,Gardena,-118.3065724,33.9079762
6059086407,Orange ,92806,Anaheim,-117.8580732,33.8446052
6077005131,San Joaquin,95336,Manteca,-121.1751635,37.8481254
6099003804,Stanislaus ,95380,Turlock,-120.8633794,37.4995559
6037541700,Los Angeles,90262,Lynwood,-118.2033535,33.9170524
6037219300,Los Angeles,90018,Los Angeles,-118.3318299,34.0267587
6037190801,Los Angeles,90028,Los Angeles,-118.3244586,34.0943767
6037206010,Los Angeles,90012,Los Angeles,-118.2302769,34.06898
6037104320,Los Angeles,91331,Pacoima,-118.4202492,34.2731324
6037408301,Los Angeles,91746,La Puente,-117.9969046,34.0468815
6037190510,Los Angeles,90028,Los Angeles,-118.3113901,34.0999771
6037402903,Los Angeles,91766,Pomona,-117.7335433,34.039394
6037128303,Los Angeles,91411,Van Nuys,-118.4523813,34.1830757
6029000400,Kern ,93308,Bakersfield,-119.033747,35.4058896
6099002005,Stanislaus ,95354,Modesto,-120.9345314,37.6436041
6037402406,Los Angeles,91768,Pomona,-117.7827836,34.0670423
6037533603,Los Angeles,90201,Bell,-118.195066,33.9724728
6107003400,Tulare ,93257,Porterville,-119.0257487,36.0344686
6111009100,Ventura ,93030,Oxnard,-119.1669539,34.1929074
6019002602,Fresno ,93702,Fresno,-119.7634494,36.7395157
6071006601,San Bernardino,92324,Colton,-117.3378085,34.0729192
6037243000,Los Angeles,90002,Los Angeles,-118.2336919,33.9395183
6037228710,Los Angeles,90011,Los Angeles,-118.2542903,33.9993679
6099002604,Stanislaus ,95307,Ceres,-120.9641077,37.6035519
6037433101,Los Angeles,91731,El Monte,-118.0605567,34.0686907
6029004800,Kern ,93215,Delano,-119.2527683,35.7653256
6037603102,Los Angeles,90247,Gardena,-118.2952308,33.8771796
6037533602,Los Angeles,90201,Bell,-118.1965167,33.9771928
6037502902,Los Angeles,90670,Santa Fe Springs,-118.0524424,33.9427453
6071004103,San Bernardino,92407,San Bernardino,-117.3313886,34.1410962
6071000301,San Bernardino,91763,Montclair,-117.6996325,34.063215
6071003301,San Bernardino,92335,Fontana,-117.4447619,34.0723219
6019003809,Fresno ,93722,Fresno,-119.8702581,36.7926994
6037542200,Los Angeles,90221,Compton,-118.1971508,33.8868935
6037502302,Los Angeles,90606,Whittier,-118.0683122,33.9660089
6039000502,Madera ,93637,Madera,-120.0540893,36.9361811
6019008302,Fresno ,93640,Mendota,-120.5773805,36.626297
6037240900,Los Angeles,90059,Los Angeles,-118.2606543,33.9346821
6037294120,Los Angeles,90744,Wilmington,-118.2475763,33.7957797
6037241002,Los Angeles,90059,Los Angeles,-118.2614031,33.925262
6099002401,Stanislaus ,95358,Modesto,-121.0018903,37.5972529
6037241202,Los Angeles,90044,Los Angeles,-118.2857509,33.9334324
6037123020,Los Angeles,91352,Sun Valley,-118.3664946,34.2047368
6037120300,Los Angeles,91402,Panorama City,-118.4408399,34.2152914
6071004201,San Bernardino,92411,San Bernardino,-117.331566,34.1272418
6037207102,Los Angeles,90012,Los Angeles,-118.2395097,34.0592851
6037535604,Los Angeles,90280,South Gate,-118.2241036,33.9506731
6071006500,San Bernardino,92410,San Bernardino,-117.2661895,34.1032656
6037533105,Los Angeles,90255,Huntington Park,-118.216407,33.9828819
6067005205,Sacramento ,95826,Sacramento,-121.3955102,38.5374689
6037120020,Los Angeles,91402,Panorama City,-118.4548516,34.2188235
6099003100,Stanislaus ,95358,Modesto,-121.0573902,37.5442264
6037402402,Los Angeles,91766,Pomona,-117.7865057,34.0546198
6037532001,Los Angeles,90640,Montebello,-118.1235535,34.0060075
6037405001,Los Angeles,91706,Baldwin Park,-117.9659964,34.1027727
6037533805,Los Angeles,90201,Bell,-118.1751358,33.9744232
6037534203,Los Angeles,90201,Bell,-118.1514821,33.9583801
